theme,keyword,funnel,priority,search_vol_est,difficulty,target_persona,existing_article,status,iwor_feature_link,notes
26-lab-value,アルブミン 低い 原因,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,AST ALT 上昇 鑑別,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,γ-GTP 高い 原因,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,甲状腺 TSH FT4 読み方,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,尿酸 高い 治療,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,血小板 低い 鑑別,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,好酸球 増多 原因,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,白血球 高い 感染以外,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,Na 低い 補正,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,K 高い 対応,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
26-lab-value,Ca 低い 補正,BOFU,2,300-1000,低,研修医/医師,,未着手,,検査値KW。ツール+Study連携
27-guideline,高血圧 ガイドライン 2024,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,糖尿病 ガイドライン 2024,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,心不全 ガイドライン 2025,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,CKD ガイドライン 2023,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,喘息 ガイドライン GINA,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,COPD ガイドライン GOLD,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,脂質異常症 ガイドライン,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,感染症 抗菌薬 ガイドライン,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,脳卒中 ガイドライン 2024,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
27-guideline,不整脈 ガイドライン,MOFU,2,500-1000,中,全医師,,未着手,,ガイドライン更新でリピート流入
28-seasonal,確定申告 準備 医師,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(1月ピーク)
28-seasonal,国試 直前 対策,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(2月ピーク)
28-seasonal,研修医 引っ越し 準備,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(3月ピーク)
28-seasonal,研修医 初日 やること,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(4月ピーク)
28-seasonal,新専攻医 J-OSLER 始め方,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(4月ピーク)
28-seasonal,ゴールデンウィーク 当直,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(5月ピーク)
28-seasonal,マッチング 病院見学 開始,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(6月ピーク)
28-seasonal,夏 学会シーズン,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(7月ピーク)
28-seasonal,内科専門医試験 直前,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(8月ピーク)
28-seasonal,マッチング 願書 提出,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(9月ピーク)
28-seasonal,マッチング 結果 発表,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(10月ピーク)
28-seasonal,CBT 直前期,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(11月ピーク)
28-seasonal,ふるさと納税 駆け込み,MOFU,2,300-500,低,対象時期依存,,未着手,,季節KW(12月ピーク)
29-definition,qSOFA とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,SOFA とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,DIC とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,eGFR とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,HbA1c とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,CRP とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,BNP とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,D-dimer とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,APACHE とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,GCS とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,NIHSS とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,mRS とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,Child-Pugh とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,MELD とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,FIB-4 とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,Wells スコア とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,GRACE スコア とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,NEWS2 とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,CHADS2 とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
29-definition,HAS-BLED とは,TOFU,1,100-500,低,医学生/研修医,,未着手,,定義KW→ツールページへ誘導
30-comparison,CHADS2 vs CHA2DS2-VASc 違い,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,qSOFA vs SOFA 違い,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,Child-Pugh vs MELD 使い分け,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,A-DROP vs CURB-65 違い,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,GCS vs JCS 違い,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,Wells DVT vs PE 違い,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,Anki vs iwor Study 比較,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,HOKUTO vs iwor 比較,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,QB vs レビューブック vs イヤーノート 使い分け,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
30-comparison,medu4 vs Q-Assist vs mediLink 比較,MOFU,2,100-300,低,全対象,,未着手,,比較KW。高CVR
31-emotional,研修医 辞めたい,MOFU,3,500-1000,低,研修医,,未着手,,Yahoo知恵袋頻出。感情KW→メンタル記事+iwor全体
31-emotional,研修医 辛い しんどい,MOFU,3,300-500,低,研修医,,未着手,,Yahoo知恵袋頻出
31-emotional,当直 緊張 眠れない,MOFU,3,200-300,低,研修医,,未着手,当直シフト,Yahoo知恵袋2位
31-emotional,J-OSLER 間に合わない 焦り,MOFU,3,200-300,低,専攻医,,未着手,J-OSLER管理,Yahoo知恵袋。感情→ツールで解決
31-emotional,CBT 落ちた どうする,MOFU,3,200-300,低,医学生,,未着手,Study CBTデッキ,Yahoo知恵袋頻出
31-emotional,CBT 留年 怖い,MOFU,2,200-300,低,医学生,,未着手,Study CBTデッキ,感情KW
31-emotional,国試 落ちた 再受験,MOFU,2,300-500,低,医学生,,未着手,Study国試デッキ,
31-emotional,医学部 留年 つらい,MOFU,2,300-500,低,医学生,,未着手,,
31-emotional,医師 バーンアウト 辞めたい,MOFU,2,300-500,中,全医師,,未着手,,
31-emotional,専攻医 きつい やめたい,MOFU,2,200-300,低,専攻医,,未着手,,
31-emotional,医師 うつ 休職,MOFU,2,200-300,低,全医師,,未着手,,
31-emotional,当直 多すぎ 過労,MOFU,3,200-300,低,研修医/専攻医,,未着手,当直シフト,感情→公平なシフトで解決
31-emotional,マッチング 不安,MOFU,2,200-300,低,医学生,,未着手,マッチング機能,感情KW
31-emotional,マッチング アンマッチ どうする,MOFU,2,200-300,低,医学生,,未着手,,季節KW(10月)
32-new-competitor,MediE CBT 対策,MOFU,1,100-200,低,医学生,,未着手,,新発見競合
32-new-competitor,ガッシーブログ CBT,MOFU,1,100-200,低,医学生,,未着手,,新発見競合
32-new-competitor,MEC 国試 予備校,MOFU,1,200-300,低,医学生,,未着手,,予備校KW
32-new-competitor,CES 国試 予備校,MOFU,1,100-200,低,医学生,,未着手,,予備校KW
32-new-competitor,病歴要約アシスト 評判,MOFU,2,100-200,低,専攻医,,未着手,,競合ブランドKW
32-new-competitor,medaitool 使い方,MOFU,2,100-200,低,専攻医,,未着手,,競合ブランドKW
33-regional,東京 研修病院 おすすめ,MOFU,2,300-500,中,医学生,,未着手,病院DB,地域KW。1470病院DBと連携
33-regional,大阪 研修病院 おすすめ,MOFU,2,200-300,低,医学生,,未着手,病院DB,地域KW
33-regional,福岡 研修病院 おすすめ,MOFU,2,100-200,低,医学生,,未着手,病院DB,地域KW
33-regional,名古屋 研修病院 おすすめ,MOFU,2,100-200,低,医学生,,未着手,病院DB,地域KW
33-regional,北海道 研修病院 おすすめ,MOFU,2,100-200,低,医学生,,未着手,病院DB,地域KW
33-regional,沖縄 研修病院 おすすめ,MOFU,1,100-200,低,医学生,,未着手,病院DB,地域KW
33-regional,マッチング 関東 人気病院,MOFU,2,200-300,低,医学生,,未着手,病院DB,地域KW
33-regional,マッチング 関西 人気病院,MOFU,2,200-300,低,医学生,,未着手,病院DB,地域KW
34-drug-specific,メトホルミン 腎機能 eGFR,BOFU,2,300-500,低,全医師,,未着手,eGFRツール,薬剤名KW
34-drug-specific,ワルファリン INR 調整,BOFU,2,300-500,低,全医師,,未着手,,薬剤名KW
34-drug-specific,DOACドアック 使い分け,BOFU,2,300-500,中,全医師,,未着手,,薬剤名KW
34-drug-specific,アミオダロン 副作用 モニタリング,BOFU,2,200-300,低,全医師,,未着手,,薬剤名KW
34-drug-specific,プレドニゾロン 減量 方法,BOFU,2,300-500,低,全医師,,未着手,ステロイドカバーツール,薬剤名KW
34-drug-specific,リチウム 血中濃度 TDM,BOFU,2,200-300,低,全医師,,未着手,,薬剤名KW
34-drug-specific,フェニトイン 補正 アルブミン,BOFU,2,200-300,低,全医師,,未着手,補正フェニトインツール,iwor直結
34-drug-specific,バンコマイシン AUC TDM,BOFU,2,300-500,低,全医師,,未着手,,踊る救急医57K PV記事KW
34-drug-specific,タクロリムス 血中濃度,BOFU,2,200-300,低,全医師,,未着手,,薬剤名KW
34-drug-specific,デノスマブ 投与間隔,BOFU,2,200-300,低,全医師,,未着手,,薬剤名KW
34-drug-specific,テリパラチド 使い方,BOFU,2,100-200,低,全医師,,未着手,,薬剤名KW
34-drug-specific,SGLT2阻害薬 使い分け,BOFU,2,300-500,中,全医師,,未着手,,薬剤名KW
34-drug-specific,GLP-1受容体作動薬 一覧,BOFU,2,300-500,中,全医師,,未着手,,薬剤名KW
34-drug-specific,DPP-4阻害薬 使い分け,BOFU,2,200-300,低,全医師,,未着手,,薬剤名KW
34-drug-specific,PPI 使い分け 長期投与,BOFU,2,300-500,低,全医師,,未着手,,薬剤名KW
34-drug-specific,抗てんかん薬 使い分け,BOFU,2,200-300,低,全医師,,未着手,,薬剤名KW
34-drug-specific,抗うつ薬 SSRI SNRI 使い分け,BOFU,2,300-500,低,全医師,,未着手,,薬剤名KW
34-drug-specific,睡眠薬 高齢者 選び方,BOFU,2,300-500,低,全医師,,未着手,,薬剤名KW
34-drug-specific,鎮痛薬 NSAIDs アセトアミノフェン 使い分け,BOFU,2,300-500,低,全医師,,未着手,,薬剤名KW
34-drug-specific,利尿薬 種類 使い分け,BOFU,2,300-500,低,全医師,,未着手,,薬剤名KW
32-new-competitor,nogusan.com 医学書まとめ,META,0,0,0,全対象,,競合分析,,競合サイト。診療科別参考書レビューで流入。30冊まとめ/救急10選/感染症7選等
32-new-competitor,nonbiriqq.com のんびり救急,META,0,0,0,全対象,,競合分析,,競合サイト。Q&A式おすすめ本/臨床研究おすすめ本
32-new-competitor,saitamageka.com 埼玉外科,META,0,0,0,全対象,,競合分析,,競合サイト。外科研修本/紹介状書き方
32-new-competitor,connect.doctor-agent.com 民間医局コネクト,META,0,0,0,全対象,,競合分析,,競合サイト。研修医おすすめ本10選(毎年更新)/ChatGPTシリーズ/手技特集
32-new-competitor,ricecakemochi.com 研修医室に引きこもり,META,0,0,0,全対象,,競合分析,,競合サイト。ブログ村4位。研修医ライフ
32-new-competitor,senkouhana.hatenablog.com 専攻医うーはな,META,0,0,0,全対象,,競合分析,,競合サイト。ブログ村16位。専攻医ライフ
32-new-competitor,teppekitoushi.com 鉄壁投資,META,0,0,0,全対象,,競合分析,,競合サイト。ブログ村9位。医師の投資/資産形成
32-new-competitor,medie.site MediE,META,0,0,0,全対象,,競合分析,,競合サイト。医師国試予備校。CBT/国試コース。外国人医師コースも
32-new-competitor,gomec.co.jp MEC予備校,META,0,0,0,全対象,,競合分析,,競合サイト。国試予備校。メック流勉強法シリーズ
32-new-competitor,gashi-blog.com ガッシーブログ,META,0,0,0,全対象,,競合分析,,競合サイト。医学生。CBT9割/マッチング対策
32-new-competitor,ishin.kawai-juku.ac.jp 河合塾医進塾,META,0,0,0,全対象,,競合分析,,競合サイト。CBTレポート/ポリクリレポート
32-new-competitor,medmixer.com MED MIXER,META,0,0,0,全対象,,競合分析,,競合サイト。Anki勉強法/医学生勉強法
32-new-competitor,n-igaku.com メディデジ,META,0,0,0,全対象,,競合分析,,競合サイト。iPad活用/デジタル勉強法
32-new-competitor,digista.net でじすたねっと,META,0,0,0,全対象,,競合分析,,競合サイト。医師のデジタル勉強法
32-new-competitor,igakutankyuu.com 探究者の独り言,META,0,0,0,全対象,,競合分析,,競合サイト。Anki活用法
32-new-competitor,docforfamily.com ビジネスマン勤務医,META,0,0,0,全対象,,競合分析,,競合サイト。Anki専門医合格/iPad活用/資産形成
32-new-competitor,takuyukiji.com 内科医たくゆきじ,META,0,0,0,全対象,,競合分析,,競合サイト。学会発表スライド/論文引用
32-new-competitor,katoiin.info 加藤医院ブログ,META,0,0,0,全対象,,競合分析,,競合サイト。J-OSLER査読委員視点
32-new-competitor,e-resident.jp eレジデント,META,0,0,0,全対象,,競合分析,,競合サイト。初期研修医向けJ-OSLER
32-new-competitor,plamed.com プラメド,META,0,0,0,全対象,,競合分析,,競合サイト。医師向けポイント/会員サイト
32-new-competitor,medpeer.jp MedPeer,META,0,0,0,全対象,,競合分析,,競合サイト。医師SNS/薬剤評価60万件
35-book-review,研修医 おすすめ 参考書 まとめ,MOFU,3,1000-3000,中,研修医,,未着手,,nogusan.com/connect人気KW。毎年更新で安定流入
35-book-review,研修医 1年目 おすすめ 参考書,MOFU,3,500-1000,低,研修医,,未着手,,民間医局コネクト人気記事
35-book-review,研修医 2年目 おすすめ 参考書,MOFU,2,300-500,低,研修医,,未着手,,
35-book-review,救急 おすすめ 参考書,MOFU,3,500-1000,中,研修医,,未着手,,nogusan.com人気記事
35-book-review,感染症 おすすめ 参考書,MOFU,2,300-500,低,研修医/医師,,未着手,,nogusan.com記事
35-book-review,循環器 おすすめ 参考書,MOFU,2,300-500,低,研修医/医師,,未着手,,診療科別書籍KW
35-book-review,消化器 おすすめ 参考書,MOFU,2,300-500,低,研修医/医師,,未着手,,
35-book-review,神経内科 おすすめ 参考書,MOFU,2,200-300,低,研修医/医師,,未着手,,
35-book-review,小児科 おすすめ 参考書,MOFU,2,200-300,低,研修医/医師,,未着手,,
35-book-review,内科レジデントの鉄則 レビュー,MOFU,3,300-500,低,研修医,,未着手,,書籍名KW。踊る救急医で48K PV実績
35-book-review,感染症プラチナマニュアル レビュー,MOFU,2,200-300,低,研修医/医師,,未着手,,書籍名KW
35-book-review,研修医当直御法度 レビュー,MOFU,2,200-300,低,研修医,,未着手,,書籍名KW
35-book-review,ねじ子のヒミツ手技 レビュー,MOFU,2,200-300,低,研修医,,未着手,,書籍名KW
35-book-review,ICUブック レビュー,MOFU,2,100-200,低,研修医/医師,,未着手,,書籍名KW
35-book-review,型が身につくカルテの書き方 レビュー,MOFU,2,200-300,低,研修医,,未着手,,書籍名KW
35-book-review,外科研修 おすすめ 参考書,MOFU,2,200-300,低,研修医,,未着手,,saitamageka.com記事KW
35-book-review,ChatGPT 退院サマリ,BOFU,3,200-300,低,研修医/医師,,未着手,病歴要約AI,民間医局コネクト人気1位記事
35-book-review,ChatGPT 勉強会 スライド,MOFU,2,200-300,低,全医師,,未着手,,民間医局コネクト人気記事
36-youtube,医学生 おすすめ YouTube,MOFU,2,300-500,低,医学生,,未着手,,igakuseidojoが記事化
36-youtube,研修医 おすすめ YouTube,MOFU,2,200-300,低,研修医,,未着手,,動画学習KW
36-youtube,医師 YouTube 勉強,MOFU,1,200-300,低,全医師,,未着手,,
